CALL_NO,ENTRY_DATE,TIME_PERIOD,Year,ENTRY_TIME,CLOSE_TIME,PRIORITY,CALL_TYPE,1ST_UNIT,DISP,LOCATION,FULL_ADDRESS_CLEAN,Lat,Long,Accuracy Score
142670673,9/24/14,2,2014,7:19:44 AM,7:35:41 AM,C,915,3X70,CIT,GEARY ST/GRANT AV,"GEARY ST AND GRANT AV, SAN FRANCISCO, CA",37.787765,-122.405041,1
142670542,9/24/14,2,2014,6:31:29 AM,7:55:04 AM,C,915,3X70,CIT,650 GEARY ST,"650 GEARY ST, SAN FRANCISCO, CA",37.787047,-122.414033,1
142671251,9/24/14,2,2014,10:10:14 AM,10:23:19 AM,C,915,3J90A,CIT,166 EDDY ST,"166 EDDY ST, SAN FRANCISCO, CA",37.784503,-122.410261,1
142671132,9/24/14,2,2014,9:35:02 AM,9:49:14 AM,C,915,3J90A,CIT,55 MASON ST,"55 MASON ST, SAN FRANCISCO, CA",37.784029,-122.409608,1
142670627,9/24/14,2,2014,7:02:19 AM,7:16:28 AM,C,915,3J72,CIT,134 GOLDEN GATE AV,"134 GOLDEN GATE AV, SAN FRANCISCO, CA",37.782263,-122.412985,1
142671346,9/24/14,2,2014,10:33:32 AM,1:05:39 PM,C,915,3.00E+70,CIT,OCTAVIA ST/OAK ST,"OCTAVIA ST AND OAK ST, SAN FRANCISCO, CA",37.774811,-122.424246,1
142670558,9/24/14,2,2014,6:37:36 AM,6:49:40 AM,C,915,3X70,CIT,245 BERRY ST,"245 BERRY ST, SAN FRANCISCO, CA",37.774612,-122.394318,1
142670684,9/24/14,2,2014,7:24:25 AM,7:45:43 AM,C,915,3F70A,CIT,WALLER ST/COLE ST,"WALLER ST AND COLE ST, SAN FRANCISCO, CA",37.768592,-122.450522,1
142661871,9/23/14,2,2014,1:40:21 PM,1:42:37 PM,C,915,3J72,CIT,1552 MASON ST,"1552 MASON ST, SAN FRANCISCO, CA",37.798081,-122.411887,1
142663819,9/23/14,2,2014,10:36:15 PM,10:50:53 PM,C,915,3A44D,CIT,ILS LN/GIBB ST,"ILS LN AND GIBB ST, SAN FRANCISCO, CA",37.796027,-122.404357,0.96
142660846,9/23/14,2,2014,8:46:32 AM,10:02:57 AM,C,915,3A2C,CIT,QUINCY ST/PINE ST,"QUINCY ST AND PINE ST, SAN FRANCISCO, CA",37.791536,-122.405441,1
142660531,9/23/14,2,2014,6:52:10 AM,8:03:46 AM,C,915,3X70,CIT,AUSTIN ST/GOUGH ST,"AUSTIN ST AND GOUGH ST, SAN FRANCISCO, CA",37.788536,-122.425331,1
142660602,9/23/14,2,2014,7:21:00 AM,9:23:29 AM,C,915,3A70,CIT,GEARY ST/STOCKTON ST,"GEARY ST AND STOCKTON ST, SAN FRANCISCO, CA",37.7875874,-122.4066143,1
142661204,9/23/14,2,2014,10:50:05 AM,12:03:16 PM,C,915,3J72,CIT,550 LEAVENWORTH ST,"550 LEAVENWORTH ST, SAN FRANCISCO, CA",37.786285,-122.414496,1
142660478,9/23/14,2,2014,6:25:09 AM,6:39:33 AM,C,915,3J72,CIT,ELLIS ST/LEAVENWORTH ST,"ELLIS ST AND LEAVENWORTH ST, SAN FRANCISCO, CA",37.784734,-122.413748,0.94
142660731,9/23/14,2,2014,8:12:38 AM,9:13:23 AM,C,915,3.00E+70,CIT,238 OLIVE ST,"238 OLIVE ST, SAN FRANCISCO, CA",37.784275,-122.42228,1
142660463,9/23/14,2,2014,6:17:31 AM,6:25:01 AM,C,915,3J72,CIT,324 LEAVENWORTH ST,"324 LEAVENWORTH ST, SAN FRANCISCO, CA",37.784027,-122.414138,1
142661728,9/23/14,2,2014,1:05:07 PM,1:52:40 PM,C,919,3X70,CIT,625 LARKIN ST,"625 LARKIN ST, SAN FRANCISCO, CA",37.783624,-122.417862,1
142660445,9/23/14,2,2014,5:58:30 AM,6:03:50 AM,C,915,3J72,CIT,241 JONES ST,"241 JONES ST, SAN FRANCISCO, CA",37.783479,-122.412866,1
142661228,9/23/14,2,2014,10:58:30 AM,11:27:16 AM,C,915,3X70,CIT,234 HYDE ST,"234 HYDE ST, SAN FRANCISCO, CA",37.783057,-122.415508,1
142661381,9/23/14,2,2014,11:36:51 AM,11:42:48 AM,C,915,3X70,CIT,123 TURK ST,"123 TURK ST, SAN FRANCISCO, CA",37.783019,-122.411033,1
142663702,9/23/14,2,2014,10:04:00 PM,11:28:27 PM,C,915,3E13E,CIT,560 LARKIN ST,"560 LARKIN ST, SAN FRANCISCO, CA",37.782972,-122.417283,1
142660485,9/23/14,2,2014,6:28:02 AM,6:31:22 AM,C,915,3J90A,CIT,167 TURK ST,"167 TURK ST, SAN FRANCISCO, CA",37.782924,-122.411618,1
142660834,9/23/14,2,2014,8:44:13 AM,8:46:41 AM,C,915,3J72,CIT,175 TURK ST,"175 TURK ST, SAN FRANCISCO, CA",37.782799,-122.411895,1
142662760,9/23/14,2,2014,5:20:47 PM,5:36:23 PM,C,919,3J12D,CIT,153 HYDE ST,"153 HYDE ST, SAN FRANCISCO, CA",37.782124,-122.415732,1
142660477,9/23/14,2,2014,6:24:52 AM,6:26:12 AM,C,915,3J90A,CIT,55 GOLDEN GATE AV,"55 GOLDEN GATE AV, SAN FRANCISCO, CA",37.782035,-122.411194,1
142661456,9/23/14,2,2014,11:57:59 AM,1:39:22 PM,C,915,3X70,CIT,ASIAN ART MUSEUM,"ASIAN ART MUSEUM, SAN FRANCISCO, CA",37.776646,-122.417481,1
142660541,9/23/14,2,2014,6:56:30 AM,7:09:27 AM,C,915,3X70,CIT,BILL GRAHAM CIVIC AUDITORIUM,"BILL GRAHAM CIVIC AUDITORIUM, SAN FRANCISCO, CA",37.776646,-122.417481,1
142660535,9/23/14,2,2014,6:54:19 AM,6:54:25 AM,C,915,3X70,CIT,CIVIC CENTER PLAZA,"CIVIC CENTER PLAZA, SAN FRANCISCO, CA",37.776646,-122.417481,1
142660453,9/23/14,2,2014,6:09:39 AM,7:14:06 AM,C,915,3A2A,CIT,COMMODORE STOCKTON CH CTR,"COMMODORE STOCKTON CH CTR, SAN FRANCISCO, CA",37.776646,-122.417481,1
142661015,9/23/14,2,2014,9:42:37 AM,11:31:37 AM,C,915,3B70,CIT,151 VALENCIA ST,"151 VALENCIA ST, SAN FRANCISCO, CA",37.771011,-122.422286,1
142661885,9/23/14,2,2014,1:45:50 PM,1:56:34 PM,C,919,3F43,CIT,HAIGHT ST/ASHBURY ST,"HAIGHT ST AND ASHBURY ST, SAN FRANCISCO, CA",37.770008,-122.446934,1
142660631,9/23/14,2,2014,7:32:43 AM,7:58:49 AM,C,915,3F13A,CIT,1226 MASONIC AV,"1226 MASONIC AV, SAN FRANCISCO, CA",37.769857,-122.444902,1
142662360,9/23/14,2,2014,3:41:37 PM,3:47:48 PM,C,919,3F43,CIT,1700 HAIGHT ST,"1700 HAIGHT ST, SAN FRANCISCO, CA",37.769707,-122.450449,1
142660767,9/23/14,2,2014,8:23:22 AM,8:43:05 AM,C,919,3F70A,CIT,1571 WALLER ST,"1571 WALLER ST, SAN FRANCISCO, CA",37.768422,-122.449909,1
142660680,9/23/14,2,2014,7:53:46 AM,7:58:01 AM,C,915,3F13A,CIT,WALLER ST/STANYAN ST,"WALLER ST AND STANYAN ST, SAN FRANCISCO, CA",37.768246,-122.453352,1
142661163,9/23/14,2,2014,10:32:40 AM,11:09:27 AM,C,915,3D71,CIT,STEVENSON ST/14TH ST,"STEVENSON ST AND 14TH ST, SAN FRANCISCO, CA",37.76819,-122.421365,1
142662552,9/23/14,2,2014,4:27:48 PM,5:09:27 PM,C,915,3D300,CIT,SAN BRUNO AV/16TH ST,"SAN BRUNO AV AND 16TH ST, SAN FRANCISCO, CA",37.7659,-122.405585,1
142651543,9/22/14,2,2014,12:04:50 PM,12:09:48 PM,C,915,3J72,CIT,301 ELLIS ST,"301 ELLIS ST, SAN FRANCISCO, CA",37.784754,-122.411436,1
142650533,9/22/14,2,2014,6:52:26 AM,6:58:43 AM,C,915,3J72,CIT,550 EDDY ST,"550 EDDY ST, SAN FRANCISCO, CA",37.783559,-122.41657,1
142650453,9/22/14,2,2014,5:50:56 AM,6:00:42 AM,C,915,3J72,CIT,241 JONES ST,"241 JONES ST, SAN FRANCISCO, CA",37.783479,-122.412866,1
142651873,9/22/14,2,2014,1:34:56 PM,1:37:22 PM,C,915,3J72,CIT,370 TURK ST,"370 TURK ST, SAN FRANCISCO, CA",37.782792,-122.415004,1
142650476,9/22/14,2,2014,6:20:27 AM,6:28:36 AM,C,915,3J72,CIT,0 BLK GOLDEN GATE AV,"10 GOLDEN GATE AV, SAN FRANCISCO, CA",37.782394,-122.410402,1
142651992,9/22/14,2,2014,2:07:48 PM,2:17:38 PM,C,915,3J72,CIT,135 HYDE ST,"135 HYDE ST, SAN FRANCISCO, CA",37.782148,-122.415966,1
142650459,9/22/14,2,2014,6:00:53 AM,6:09:13 AM,C,915,3J72,CIT,129 HYDE ST,"129 HYDE ST, SAN FRANCISCO, CA",37.782032,-122.415943,1
142651570,9/22/14,2,2014,12:09:21 PM,1:30:33 PM,C,919,3B70,CIT,350 10TH ST,"350 10TH ST, SAN FRANCISCO, CA",37.77201,-122.412463,1
142650677,9/22/14,2,2014,7:50:24 AM,7:55:15 AM,C,915,3F43A,CIT,HAIGHT ST/MASONIC AV,"HAIGHT ST AND MASONIC AV, SAN FRANCISCO, CA",37.77021,-122.445345,1
142652088,9/22/14,2,2014,2:34:37 PM,2:45:02 PM,C,915,3F43A,CIT,HAIGHT ST/ASHBURY ST,"HAIGHT ST AND ASHBURY ST, SAN FRANCISCO, CA",37.770008,-122.446934,1
142651978,9/22/14,2,2014,2:05:03 PM,2:31:40 PM,C,919,3F43A,CIT,BELVEDERE ST/HAIGHT ST,"BELVEDERE ST AND HAIGHT ST, SAN FRANCISCO, CA",37.769662,-122.449645,1
142653421,9/22/14,2,2014,9:12:40 PM,9:17:35 PM,C,919,3F12D,CIT,1726 HAIGHT ST,"1726 HAIGHT ST, SAN FRANCISCO, CA",37.769641,-122.450745,1
142653410,9/22/14,2,2014,9:09:29 PM,9:12:33 PM,C,919,3F12D,CIT,1726 HAIGHT ST,"1726 HAIGHT ST, SAN FRANCISCO, CA",37.769641,-122.450745,1
142651980,9/22/14,2,2014,2:05:33 PM,5:17:49 PM,C,915,3D14D,CIT,400 BLK TREAT AV,"400 TREAT AV, SAN FRANCISCO, CA",37.763291,-122.413973,1
142651776,9/22/14,2,2014,1:08:43 PM,2:53:34 PM,C,915,3D41C,CIT,2390 MARKET ST,"2390 MARKET ST, SAN FRANCISCO, CA",37.763116,-122.434967,1
142653342,9/22/14,2,2014,8:45:47 PM,1:15:37 AM,C,915,3D11E,CIT,566 CASTRO ST,"566 CASTRO ST, SAN FRANCISCO, CA",37.759811,-122.435263,1
142652507,9/22/14,2,2014,4:33:41 PM,10:16:14 PM,C,915,3D14E,CIT,26TH ST/SOUTH VAN NESS AV,"26TH ST AND SOUTH VAN NESS AV, SAN FRANCISCO, CA",37.749172,-122.415955,1
142653120,9/22/14,2,2014,7:33:13 PM,8:43:04 PM,C,915,3C12E,CIT,2720 OAKDALE AV,"2720 OAKDALE AV, SAN FRANCISCO, CA",37.74254,-122.40389,1
142641135,9/21/14,2,2014,9:56:37 AM,10:03:44 AM,C,915,3A40B,CIT,JOSEPH CONRAD PARK,"JOSEPH CONRAD PARK, SAN FRANCISCO, CA",37.8066833,-122.4190302,1
142640625,9/21/14,2,2014,4:57:47 AM,5:13:21 AM,C,915,3G67,CIT,GG PARK CONSERVATORY,"GG PARK CONSERVATORY, SAN FRANCISCO, CA",37.776646,-122.417481,1
142641464,9/21/14,2,2014,12:00:10 PM,12:32:10 PM,C,915,3B55C,CIT,1298 HOWARD ST,"1298 HOWARD ST, SAN FRANCISCO, CA",37.775584,-122.413029,1
142641328,9/21/14,2,2014,11:12:07 AM,11:22:06 AM,C,915,3F43A,CIT,STANYAN MEADOW,"STANYAN MEADOW, SAN FRANCISCO, CA",37.7749295,-122.4194155,1
142640836,9/21/14,2,2014,7:51:40 AM,8:05:52 AM,C,915,3F43A,CIT,1633 PAGE ST,"1633 PAGE ST, SAN FRANCISCO, CA",37.77072,-122.447524,1
142641176,9/21/14,2,2014,10:14:26 AM,11:32:46 AM,C,915,3D41C,CIT,STEVENSON ST/CLINTON PARK ST,"STEVENSON ST AND CLINTON PARK ST, SAN FRANCISCO, CA",37.769338,-122.42147,0.94
142642413,9/21/14,2,2014,5:15:41 PM,7:44:56 PM,C,919,3D41C,CIT,2252 MARKET ST,"2252 MARKET ST, SAN FRANCISCO, CA",37.765959,-122.431179,1
142641238,9/21/14,2,2014,10:40:58 AM,11:00:56 AM,C,915,3F43A,CIT,3600 16TH ST,"3600 16TH ST, SAN FRANCISCO, CA",37.764392,-122.433406,1
142630545,9/20/14,2,2014,4:12:49 AM,4:32:01 AM,C,915,3G67,CIT,AIDS MEMORIAL GROVE,"AIDS MEMORIAL GROVE, SAN FRANCISCO, CA",37.776646,-122.417481,1
142630566,9/20/14,2,2014,4:24:22 AM,5:01:27 AM,C,915,3F70B,CIT,STANYAN MEADOW,"STANYAN MEADOW, SAN FRANCISCO, CA",37.7749295,-122.4194155,1
142630935,9/20/14,2,2014,8:31:19 AM,8:41:18 AM,C,915,3F43,CIT,1520 PAGE ST,"1520 PAGE ST, SAN FRANCISCO, CA",37.771469,-122.446136,1
142631267,9/20/14,2,2014,10:32:38 AM,10:36:37 AM,C,915,3F43,CIT,1457 PAGE ST,"1457 PAGE ST, SAN FRANCISCO, CA",37.770964,-122.444685,1
142630909,9/20/14,2,2014,8:22:16 AM,8:27:05 AM,C,915,3F43,CIT,1480 HAIGHT ST,"1480 HAIGHT ST, SAN FRANCISCO, CA",37.770172,-122.446671,1
142630987,9/20/14,2,2014,8:49:04 AM,9:03:16 AM,C,919,3F43,CIT,ASHBURY ST/HAIGHT ST,"ASHBURY ST AND HAIGHT ST, SAN FRANCISCO, CA",37.770008,-122.446934,1
142630875,9/20/14,2,2014,8:10:03 AM,8:17:28 AM,C,915,3F43,CIT,1555 HAIGHT ST,"1555 HAIGHT ST, SAN FRANCISCO, CA",37.769608,-122.447815,1
142632316,9/20/14,2,2014,4:10:17 PM,4:16:27 PM,C,915,3F13D,CIT,1754 HAIGHT ST,"1754 HAIGHT ST, SAN FRANCISCO, CA",37.769598,-122.451176,1
142630807,9/20/14,2,2014,7:31:48 AM,7:39:41 AM,C,915,3F13A,CIT,1701 HAIGHT ST,"1701 HAIGHT ST, SAN FRANCISCO, CA",37.769263,-122.450926,1
142631594,9/20/14,2,2014,12:11:02 PM,12:16:25 PM,C,915,3F13A,CIT,PARK STATION,"PARK STATION, SAN FRANCISCO, CA",37.767781,-122.455196,0.6
142631860,9/20/14,2,2014,1:47:44 PM,2:28:22 PM,C,915,3F2A,CIT,3600 16TH ST,"3600 16TH ST, SAN FRANCISCO, CA",37.764392,-122.433406,1
142631461,9/20/14,2,2014,11:32:14 AM,11:49:41 AM,C,919,3D41C,CIT,CASTRO ST/18TH ST,"CASTRO ST AND 18TH ST, SAN FRANCISCO, CA",37.760889,-122.435001,1
142620599,9/19/14,2,2014,7:03:17 AM,7:08:49 AM,C,915,3X71,CIT,900 BLK MISSION ST,"900 MISSION ST, SAN FRANCISCO, CA",37.782581,-122.406478,1
142620416,9/19/14,2,2014,4:26:12 AM,4:51:28 AM,C,915,3F70B,CIT,STANYAN MEADOW,"STANYAN MEADOW, SAN FRANCISCO, CA",37.7749295,-122.4194155,1
142620553,9/19/14,2,2014,6:29:43 AM,6:41:55 AM,C,915,3G67,CIT,FULTON ST/LA PLAYA,"FULTON ST AND LA PLAYA, SAN FRANCISCO, CA",37.771395,-122.509895,1
142620672,9/19/14,2,2014,7:38:15 AM,7:47:44 AM,C,915,3F3A,CIT,1833 PAGE ST,"1833 PAGE ST, SAN FRANCISCO, CA",37.770136,-122.451001,1
142620960,9/19/14,2,2014,9:03:25 AM,9:10:22 AM,C,919,3F43A,CIT,HAIGHT ST/CLAYTON ST,"HAIGHT ST AND CLAYTON ST, SAN FRANCISCO, CA",37.769798,-122.448579,1
142621533,9/19/14,2,2014,11:47:21 AM,12:16:05 PM,C,915,3F43A,CIT,COLE ST/HAIGHT ST,"COLE ST AND HAIGHT ST, SAN FRANCISCO, CA",37.769526,-122.45071,1
142621614,9/19/14,2,2014,12:06:31 PM,12:47:49 PM,C,915,3F70B,CIT,WALLER ST/ASHBURY ST,"WALLER ST AND ASHBURY ST, SAN FRANCISCO, CA",37.769073,-122.446745,1
142620615,9/19/14,2,2014,7:10:16 AM,7:39:15 AM,C,915,3F70B,CIT,BUENA VISTA PARK,"BUENA VISTA PARK, SAN FRANCISCO, CA",37.7682033,-122.4417696,1
142621850,9/19/14,2,2014,1:18:47 PM,2:20:55 PM,C,919,3D41C,CIT,8 LANDERS ST,"8 LANDERS ST, SAN FRANCISCO, CA",37.767556,-122.427973,1
142620512,9/19/14,2,2014,5:54:22 AM,5:59:14 AM,C,915,3F70B,CIT,755 STANYAN ST,"755 STANYAN ST, SAN FRANCISCO, CA",37.767552,-122.453605,1
142622996,9/19/14,2,2014,6:29:47 PM,12:26:46 AM,C,915,3F12E,CIT,NOE ST/MARKET ST,"NOE ST AND MARKET ST, SAN FRANCISCO, CA",37.764196,-122.433074,1
142621633,9/19/14,2,2014,12:10:32 PM,4:03:48 PM,C,915,3D41C,CIT,HARRISON ST/19TH ST,"HARRISON ST AND 19TH ST, SAN FRANCISCO, CA",37.760629,-122.41268,1
142621132,9/19/14,2,2014,9:54:08 AM,11:15:55 AM,C,915,1A109,ARR,GARFIELD PARK,"GARFIELD PARK, SAN FRANCISCO, CA",37.7196793,-122.4662612,1
142611070,9/18/14,2,2014,9:23:51 AM,9:29:53 AM,C,915,3A70,CIT,43 DRUMM ST,"43 DRUMM ST, SAN FRANCISCO, CA",37.79427,-122.396803,1
142612499,9/18/14,2,2014,3:48:07 PM,5:55:27 PM,B,919,3B12D,CIT,333 MARKET ST,"333 MARKET ST, SAN FRANCISCO, CA",37.791862,-122.397674,1
142611188,9/18/14,2,2014,9:56:04 AM,10:42:06 AM,C,915,3A70,CIT,725 PINE ST,"725 PINE ST, SAN FRANCISCO, CA",37.791106,-122.407716,1
142611326,9/18/14,2,2014,10:35:45 AM,10:53:37 AM,C,915,3A70,CIT,MONTGOMERY ST/POST ST,"MONTGOMERY ST AND POST ST, SAN FRANCISCO, CA",37.789103,-122.401997,0.95
142610530,9/18/14,2,2014,6:11:29 AM,6:15:49 AM,C,915,3J90A,CIT,1 SECURITY PACIFIC PL,"1 SECURITY PACIFIC PL, SAN FRANCISCO, CA",37.7867833,-122.4054196,0.33
142610814,9/18/14,2,2014,8:12:23 AM,8:25:48 AM,C,915,3X70,CIT,LARKIN ST/GEARY ST,"LARKIN ST AND GEARY ST, SAN FRANCISCO, CA",37.7861,-122.418088,1
142610518,9/18/14,2,2014,6:02:36 AM,6:07:38 AM,C,915,3J90A,CIT,301 ELLIS ST,"301 ELLIS ST, SAN FRANCISCO, CA",37.784754,-122.411436,1
142610511,9/18/14,2,2014,5:55:09 AM,6:00:10 AM,C,915,3J90A,CIT,298 EDDY ST,"298 EDDY ST, SAN FRANCISCO, CA",37.784288,-122.41132,1
142610735,9/18/14,2,2014,7:45:31 AM,8:12:11 AM,C,915,3X70,CIT,WILLOW ST/LARKIN ST,"WILLOW ST AND LARKIN ST, SAN FRANCISCO, CA",37.7837916,-122.4176485,1
142611905,9/18/14,2,2014,1:11:36 PM,1:19:15 PM,C,915,3J72,CIT,222 HYDE ST,"222 HYDE ST, SAN FRANCISCO, CA",37.782989,-122.415493,1
142610522,9/18/14,2,2014,6:03:43 AM,6:22:53 AM,C,915,3J72,CIT,172 GOLDEN GATE AV,"172 GOLDEN GATE AV, SAN FRANCISCO, CA",37.782189,-122.413572,1
142614027,9/18/14,2,2014,10:40:04 PM,10:48:26 PM,C,915,3B72,CIT,8TH ST/MARKET ST,"8TH ST AND MARKET ST, SAN FRANCISCO, CA",37.778718,-122.41474,1
142610441,9/18/14,2,2014,4:57:01 AM,5:37:25 AM,C,915,3.00E+43,CIT,CIVIC CENTER PLAYGROUND,"CIVIC CENTER PLAYGROUND, SAN FRANCISCO, CA",37.776646,-122.417481,1
142610783,9/18/14,2,2014,7:59:53 AM,8:10:10 AM,C,915,3F70B,CIT,HORSESHOE PITS,"HORSESHOE PITS, SAN FRANCISCO, CA",37.776646,-122.417481,1
142612510,9/18/14,2,2014,3:51:28 PM,4:02:32 PM,C,915,3D45C,CIT,KID POWER PARK,"KID POWER PARK, SAN FRANCISCO, CA",37.776646,-122.417481,1
142610419,9/18/14,2,2014,4:37:27 AM,5:06:06 AM,C,915,3F70B,CIT,STANYAN MEADOW,"STANYAN MEADOW, SAN FRANCISCO, CA",37.7749295,-122.4194155,1
142610494,9/18/14,2,2014,5:42:18 AM,5:50:43 AM,C,915,3F70B,CIT,STANYAN ST/KEZAR DR,"STANYAN ST AND KEZAR DR, SAN FRANCISCO, CA",37.771428,-122.45398,1
142611632,9/18/14,2,2014,12:04:50 PM,12:13:44 PM,C,919,3D41C,CIT,2020 MARKET ST,"2020 MARKET ST, SAN FRANCISCO, CA",37.768967,-122.427833,1
142613033,9/18/14,2,2014,6:01:07 PM,6:04:56 PM,C,919,3D41C,CIT,18TH ST/HARTFORD ST,"18TH ST AND HARTFORD ST, SAN FRANCISCO, CA",37.760954,-122.433904,1
142610556,9/18/14,2,2014,6:26:35 AM,7:33:16 AM,C,915,3J90A,CIT,100 FULTON ST,"100 FULTON ST, SAN FRANCISCO, CA",37.729853,-122.405906,0.9
142600500,9/17/14,2,2014,6:36:14 AM,6:42:54 AM,C,915,3A70,CIT,0 BLK HARLAN PL,"10 HARLAN PL, SAN FRANCISCO, CA",37.790241,-122.405495,1
142600505,9/17/14,2,2014,6:37:14 AM,6:45:01 AM,C,915,3.00E+70,CIT,POST ST/TRADER VIC AL,"POST ST AND TRADER VIC AL, SAN FRANCISCO, CA",37.78779,-122.412344,0.97
142601079,9/17/14,2,2014,9:48:57 AM,11:20:11 AM,C,919,3.00E+70,CIT,MYRTLE ST/FRANKLIN ST,"MYRTLE ST AND FRANKLIN ST, SAN FRANCISCO, CA",37.785014,-122.422934,1
142600621,9/17/14,2,2014,7:41:17 AM,7:42:43 AM,C,915,3J90A,CIT,301 ELLIS ST,"301 ELLIS ST, SAN FRANCISCO, CA",37.784754,-122.411436,1
142600421,9/17/14,2,2014,5:41:14 AM,5:53:14 AM,C,915,3J72,CIT,302 EDDY ST,"302 EDDY ST, SAN FRANCISCO, CA",37.784115,-122.412921,1
142600437,9/17/14,2,2014,5:55:51 AM,6:13:41 AM,C,915,3J72,CIT,324 LEAVENWORTH ST,"324 LEAVENWORTH ST, SAN FRANCISCO, CA",37.784027,-122.414138,1
142601361,9/17/14,2,2014,11:10:34 AM,11:21:33 AM,C,915,3X70,CIT,TURK ST/TAYLOR ST,"TURK ST AND TAYLOR ST, SAN FRANCISCO, CA",37.783214,-122.410765,1
142601923,9/17/14,2,2014,1:48:36 PM,1:55:11 PM,C,915,3J72,CIT,222 HYDE ST,"222 HYDE ST, SAN FRANCISCO, CA",37.782989,-122.415493,1
142600620,9/17/14,2,2014,7:40:30 AM,7:55:12 AM,C,915,3X70,CIT,545 LARKIN ST,"545 LARKIN ST, SAN FRANCISCO, CA",37.782772,-122.417554,1
142601685,9/17/14,2,2014,12:37:51 PM,12:51:41 PM,C,915,3J72,CIT,351 TURK ST,"351 TURK ST, SAN FRANCISCO, CA",37.78261,-122.414784,1
142600507,9/17/14,2,2014,6:39:03 AM,7:26:35 AM,C,915,3F70A,CIT,125 ANZAVISTA AV,"125 ANZAVISTA AV, SAN FRANCISCO, CA",37.779315,-122.44375,1
142601131,9/17/14,2,2014,10:01:59 AM,11:48:57 AM,C,915,3B70,CIT,1169 MARKET ST,"1169 MARKET ST, SAN FRANCISCO, CA",37.778692,-122.41382,1
142600503,9/17/14,2,2014,6:37:05 AM,6:48:54 AM,C,915,3B70,CIT,1270 MISSION ST,"1270 MISSION ST, SAN FRANCISCO, CA",37.776807,-122.414523,1
142601527,9/17/14,2,2014,11:49:21 AM,12:29:42 PM,C,915,3E1A,CIT,401 HAIGHT ST,"401 HAIGHT ST, SAN FRANCISCO, CA",37.772121,-122.42898,1
142600758,9/17/14,2,2014,8:26:12 AM,8:41:54 AM,C,919,3B70,CIT,BRANNAN ST/8TH ST,"BRANNAN ST AND 8TH ST, SAN FRANCISCO, CA",37.771296,-122.405425,1
142600818,9/17/14,2,2014,8:42:06 AM,10:21:42 AM,C,915,3B70,CIT,900 BRANNAN ST,"900 BRANNAN ST, SAN FRANCISCO, CA",37.771146,-122.405425,1
142601333,9/17/14,2,2014,11:02:49 AM,11:10:55 AM,C,919,3F14A,CIT,1418 HAIGHT ST,"1418 HAIGHT ST, SAN FRANCISCO, CA",37.7704,-122.4457,1
142602545,9/17/14,2,2014,4:41:32 PM,4:46:20 PM,C,919,3F43,CIT,HAIGHT ST/COLE ST,"HAIGHT ST AND COLE ST, SAN FRANCISCO, CA",37.769526,-122.45071,1
142603689,9/17/14,2,2014,9:53:04 PM,12:02:36 AM,C,915,3H93,CIT,VALENCIA ST/DUNCAN ST,"VALENCIA ST AND DUNCAN ST, SAN FRANCISCO, CA",37.746492,-122.420358,0.98
142600510,9/17/14,2,2014,6:43:07 AM,6:56:26 AM,C,915,3A70,CIT,227 GRANT AV,"227 GRANT AV, SAN FRANCISCO, CA",37.72244,-122.457479,0.9
142591008,9/16/14,2,2014,9:40:57 AM,9:46:56 AM,C,915,3X70,CIT,LARKIN ST/EDDY ST,"LARKIN ST AND EDDY ST, SAN FRANCISCO, CA",37.78331,-122.417529,1
142590995,9/16/14,2,2014,9:38:56 AM,9:42:51 AM,C,915,3J72,CIT,91 MCALLISTER ST,"91 MCALLISTER ST, SAN FRANCISCO, CA",37.780732,-122.413419,1
142591020,9/16/14,2,2014,9:45:49 AM,10:15:05 AM,C,915,3X70,CIT,1690 FOLSOM ST,"1690 FOLSOM ST, SAN FRANCISCO, CA",37.770138,-122.415983,1
142591127,9/16/14,2,2014,10:15:27 AM,12:47:45 PM,C,915,3D71,CIT,STEVENSON ST/14TH ST,"STEVENSON ST AND 14TH ST, SAN FRANCISCO, CA",37.76819,-122.421365,1
142590297,9/16/14,2,2014,3:36:32 AM,4:14:08 AM,B,915,3D11E,CIT,NOE ST/18TH ST,"NOE ST AND 18TH ST, SAN FRANCISCO, CA",37.761021,-122.432794,1
142582879,9/15/14,2,2014,7:06:41 PM,7:51:51 PM,C,915,3A44D,CIT,29 ROSS AL,"29 ROSS AL, SAN FRANCISCO, CA",37.795277,-122.407455,1
142580542,9/15/14,2,2014,7:34:51 AM,8:52:05 AM,C,915,3E4A,CIT,1480 SUTTER ST,"1480 SUTTER ST, SAN FRANCISCO, CA",37.787431,-122.424751,1
142580492,9/15/14,2,2014,7:13:22 AM,7:24:32 AM,C,915,3J72,CIT,357 ELLIS ST,"357 ELLIS ST, SAN FRANCISCO, CA",37.784676,-122.412045,1
142580432,9/15/14,2,2014,6:29:45 AM,6:34:49 AM,C,915,3J72,CIT,374 EDDY ST,"374 EDDY ST, SAN FRANCISCO, CA",37.783924,-122.413712,1
142580474,9/15/14,2,2014,7:00:52 AM,7:10:45 AM,C,915,3J72,CIT,550 EDDY ST,"550 EDDY ST, SAN FRANCISCO, CA",37.783559,-122.41657,1
142580418,9/15/14,2,2014,6:20:34 AM,6:23:04 AM,C,915,3J72,CIT,255 LEAVENWORTH ST,"255 LEAVENWORTH ST, SAN FRANCISCO, CA",37.783482,-122.41446,1
