CaseID,Opened,Year,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Lat,Long,Point,count,mod
5757391,4/12/16 20:29,2016,4/12/16 21:12,4/12/16 21:12,Closed,Case Resolved - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"360 HERMANN ST, SAN FRANCISCO, CA, 94117",5,Duboce Triangle,37.77022481,-122.4310957,"(37.77022481247, -122.431095665848)",7280,0
3925510,8/18/14 7:41,2014,8/18/14 1:05,8/18/14 1:05,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FILLMORE ST and HERMANN ST,8,Duboce Triangle,37.77024307,-122.4300735,"(37.7702430650824, -122.430073525612)",7282,0
4358541,1/3/15 16:28,2015,1/5/15 7:35,1/5/15 7:35,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"32 ISIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77025386,-122.4146451,"(37.770253859602, -122.414645142935)",7284,0
5396251,12/22/15 12:13,2015,12/24/15 22:40,12/24/15 22:40,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"177 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,South of Market,37.77027391,-122.4222225,"(37.770273909529, -122.422222509525)",7286,0
5385502,12/18/15 7:41,2015,12/18/15 8:05,12/18/15 8:05,Closed,Case Completed - resolved: this person leaves when we ask him to leave but then he comes back. I advised sfpd too,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of PAGE ST and SHRADER ST,5,Haight Ashbury,37.77031264,-122.4520552,"(37.7703126406832, -122.452055246434)",7288,0
4380883,1/10/15 11:08,2015,1/13/15 11:42,1/13/15 11:42,Closed,Case Completed - resolved: dkone,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7290,0
2197653,4/2/13 11:25,2013,4/3/13 7:17,4/3/13 7:17,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7292,0
2179771,3/28/13 10:45,2013,3/28/13 14:13,3/28/13 14:13,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7294,0
2170766,3/26/13 9:02,2013,3/26/13 10:15,3/26/13 10:15,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7296,0
2141146,3/18/13 15:00,2013,4/28/13 15:21,4/28/13 15:21,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7298,0
5307573,11/21/15 14:16,2015,11/22/15 8:42,11/22/15 8:42,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"999 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77032407,-122.4063986,"(37.770324069398, -122.40639860135)",7300,0
5758501,4/13/16 10:21,2016,4/13/16 11:47,4/13/16 11:47,Closed,Case Resolved - Called SFPD for Homeless Assistance 415-553-0123 CAD # 161041606,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of I-80 TO HWY 101 RAMP and I-80 WESTBOUND,6,Showplace Square,37.77033522,-122.4058046,"(37.7703352224899, -122.405804595658)",7302,0
5332031,11/30/15 18:26,2015,12/1/15 2:46,12/1/15 2:46,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"22 ISIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77034525,-122.4146383,"(37.770345254263, -122.414638347)",7304,0
4011184,9/14/14 14:44,2014,9/14/14 9:45,9/14/14 9:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 12TH ST and BERNICE ST,6,South of Market,37.77034742,-122.4137498,"(37.7703474175253, -122.413749767169)",7306,0
2887911,9/30/13 9:43,2013,10/2/13 5:20,10/2/13 5:20,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7308,0
2796617,9/6/13 9:57,2013,9/7/13 10:17,9/7/13 10:17,Closed,Case Resolved - Serviced @ 9:13am,Recology_Abandoned,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7310,0
5416048,12/30/15 9:30,2015,12/30/15 12:15,12/30/15 12:15,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and 10TH ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7312,0
4063206,9/30/14 15:37,2014,9/30/14 11:45,9/30/14 11:45,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7314,0
4045417,9/24/14 18:12,2014,9/25/14 2:45,9/25/14 2:45,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7316,0
5179623,10/11/15 11:12,2015,10/11/15 15:43,10/11/15 15:43,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7318,0
5473337,1/17/16 11:06,2016,1/17/16 11:50,1/17/16 11:50,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 10TH ST and BRYANT ST,6,South of Market,37.77034851,-122.409736,"(37.770348509168, -122.409736011772)",7320,0
4360741,1/4/15 17:45,2015,1/9/15 18:45,1/9/15 18:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"356 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77036103,-122.4141389,"(37.770361034618, -122.414138912562)",7322,0
5770374,4/16/16 19:52,2016,4/16/16 21:10,4/16/16 21:10,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"369 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77036801,-122.4136542,"(37.770368012119, -122.413654211257)",7324,0
5617785,3/1/16 10:10,2016,3/1/16 18:41,3/1/16 12:39,Closed,Case Completed - Case Resolved: Called SFPD for Homeless Assistance 415-553-0123 CAD # 160611444,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"369 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77036801,-122.4136542,"(37.770368012119, -122.413654211257)",7326,0
4790504,6/1/15 9:31,2015,6/1/15 20:08,6/1/15 20:08,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1930 MARKET ST, SAN FRANCISCO, CA, 94102",8,Mint Hill,37.77037541,-122.4256266,"(37.770375414942, -122.425626592669)",7328,0
4792223,6/1/15 17:14,2015,6/1/15 20:07,6/1/15 20:07,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1930 MARKET ST, SAN FRANCISCO, CA, 94102",8,Mint Hill,37.77037541,-122.4256266,"(37.770375414942, -122.425626592669)",7330,0
3083732,11/20/13 7:05,2013,11/21/13 10:20,11/21/13 10:20,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7332,0
5424606,1/2/16 11:53,2016,1/2/16 20:22,1/2/16 20:22,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7334,0
5704900,3/27/16 19:37,2016,3/27/16 22:15,3/27/16 22:15,Closed,Case Resolved - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of NORFOLK ST and HARRISON ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7336,0
5752214,4/11/16 15:14,2016,4/11/16 18:00,4/11/16 18:00,Closed,Case Resolved - SFPD Dispatcher  190 CAD#  2626 ----CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7338,0
3737167,6/13/14 9:13,2014,6/13/14 4:09,6/13/14 4:09,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of NORFOLK ST and HARRISON ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7340,0
5231263,10/28/15 7:44,2015,10/29/15 3:06,10/29/15 3:06,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7342,0
5244992,11/1/15 17:21,2015,11/2/15 21:12,11/2/15 21:12,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,37.77038862,-122.4127514,"(37.7703886178656, -122.412751447977)",7344,0
5608091,2/26/16 18:22,2016,2/27/16 1:36,2/27/16 1:36,Closed,Case Completed - Case Resolved: Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1532 HARRISON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77040207,-122.4128028,"(37.770402068555, -122.412802807896)",7346,0
4915194,7/16/15 18:54,2015,7/17/15 15:22,7/17/15 15:22,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1532 HARRISON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77040207,-122.4128028,"(37.770402068555, -122.412802807896)",7348,0
5720909,4/1/16 11:55,2016,4/1/16 16:00,4/1/16 16:00,Closed,Case Resolved - 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"268 13TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.7704073,-122.4196466,"(37.770407302168, -122.419646608098)",7350,0
2985614,10/25/13 9:16,2013,10/31/13 12:18,10/31/13 12:18,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HOWARD ST and SOUTH VAN NESS AVE,6,South of Market,37.77040748,-122.4176094,"(37.7704074808335, -122.417609384053)",7352,0
5500384,1/25/16 12:29,2016,1/26/16 8:38,1/26/16 8:38,Closed,"Case Completed - resolved: Encampment is still there, pickup trash around",DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HOWARD ST and SOUTH VAN NESS AVE,6,South of Market,37.77040748,-122.4176094,"(37.7704074808335, -122.417609384053)",7354,0
5427375,1/3/16 15:01,2016,1/17/16 13:46,1/17/16 13:46,Closed,Case Resolved - This area has been cleaned up.,RPD GGP Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of GREAT HWY and JOHN F KENNEDY DR,1,Golden Gate Park,37.77043555,-122.510926,"(37.7704355544503, -122.510925977399)",7356,0
5455429,1/11/16 19:16,2016,1/13/16 0:25,1/13/16 0:25,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"320 12TH ST, SAN FRANCISCO, CA, 94103",6,,37.77047793,-122.414611,"(37.770477933, -122.414610979)",7358,0
5785017,4/21/16 8:31,2016,4/21/16 11:00,4/21/16 11:00,Closed,Case Resolved - SFPD Dispatcher  8 CAD# 1101 - CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"560 9TH ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77048837,-122.4077651,"(37.770488365042, -122.407765131781)",7360,0
5525602,2/1/16 16:12,2016,2/4/16 19:55,2/4/16 19:55,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"560 9TH ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77048837,-122.4077651,"(37.770488365042, -122.407765131781)",7362,0
2667746,8/1/13 16:17,2013,8/2/13 21:02,8/2/13 21:02,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1369 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77049821,-122.4215011,"(37.770498209305, -122.421501147794)",7364,0
5662919,3/14/16 11:26,2016,3/14/16 15:04,3/14/16 15:04,Closed,Case Resolved - SFPD DISPATCHER 141 CAD# 41718 CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1367 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77050312,-122.4215398,"(37.770503117469, -122.421539784894)",7366,0
5631151,3/4/16 20:32,2016,,3/4/16 20:32,Open,new,DPW Ops Queue,Street and Sidewalk Cleaning,Garbage_and_Debris,Encampment,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7368,0
5680954,3/19/16 12:50,2016,3/19/16 15:32,3/19/16 15:32,Closed,Case Resolved - 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7370,0
5646305,3/8/16 18:05,2016,3/9/16 15:20,3/9/16 15:20,Closed,Case Resolved - Public Works Does move Homeless Sent SFPD for assessment,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7372,0
5722817,4/2/16 1:26,2016,4/2/16 1:48,4/2/16 1:48,Closed,Case Resolved - Called SFPD for Homeless Assistance CAD # 160930264,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7374,0
5443469,1/7/16 17:00,2016,1/11/16 6:52,1/11/16 6:52,Closed,Case Completed - resolved: picked up debris.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7376,0
5673410,3/17/16 7:35,2016,3/19/16 12:00,3/19/16 12:00,Closed,Case Resolved - 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7378,0
5682330,3/20/16 8:05,2016,3/20/16 8:16,3/20/16 8:16,Closed,Case Resolved - 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7380,0
5708637,3/28/16 22:36,2016,3/29/16 4:26,3/29/16 4:26,Closed,Case Resolved -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7382,0
5552425,2/9/16 16:01,2016,2/10/16 1:18,2/10/16 1:18,Closed,Case Completed - resolved: Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7384,0
5784332,4/20/16 19:15,2016,,4/20/16 19:18,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7386,0
5757630,4/13/16 5:03,2016,4/13/16 5:35,4/13/16 5:35,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7388,0
5800297,4/26/16 8:37,2016,,4/26/16 9:41,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7390,0
5810460,4/28/16 14:48,2016,,4/28/16 14:48,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7392,0
3948085,8/24/14 21:27,2014,8/25/14 12:45,8/25/14 12:45,Closed,Case Completed - resolved: 10/98.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7394,0
3317839,1/29/14 10:39,2014,1/29/14 22:15,1/29/14 22:15,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7396,0
5035008,8/26/15 7:49,2015,8/26/15 8:40,8/26/15 8:40,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7398,0
5567038,2/14/16 13:23,2016,,2/17/16 7:57,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7400,0
5567445,2/14/16 16:45,2016,,2/17/16 7:57,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7402,0
5569982,2/15/16 15:27,2016,2/16/16 14:59,2/16/16 14:59,Closed,"Case Resolved - Dispatched under CAD 160463574, individual not found at location specified.",Police - Homeless Concerns Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7404,0
5574177,2/16/16 17:34,2016,2/21/16 11:30,2/21/16 11:30,Closed,Case Completed - Case Resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7406,0
5593985,2/22/16 20:29,2016,,2/23/16 1:59,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BERRY ST and 7TH ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7408,0
5641528,3/7/16 15:38,2016,3/8/16 7:31,3/8/16 7:31,Closed,Case Resolved - SFPD DISPATHCER 164 CAD# 160672598 NOTIFIED - CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7410,0
5650879,3/10/16 6:48,2016,3/10/16 8:54,3/10/16 8:54,Closed,Case Resolved - Public Works Does not move Homeless Police notified.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 7TH ST and BERRY ST,6,Mission Bay,37.77051508,-122.400023,"(37.7705150825739, -122.400022979286)",7412,0
4404582,1/18/15 13:45,2015,1/21/15 8:28,1/21/15 8:28,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"170 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",6,South of Market,37.77051515,-122.4180458,"(37.770515147417, -122.41804581821)",7414,0
3809884,7/8/14 17:24,2014,7/8/14 12:37,7/8/14 12:37,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"170 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",6,South of Market,37.77051515,-122.4180458,"(37.770515147417, -122.41804581821)",7416,0
4337867,12/27/14 12:19,2014,12/27/14 15:43,12/27/14 15:43,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1150 MASONIC AVE, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,37.77051517,-122.4450661,"(37.770515173824, -122.445066131033)",7418,0
5746024,4/9/16 11:18,2016,4/9/16 14:29,4/9/16 14:29,Closed,Case Resolved - 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"367 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77051816,-122.4136418,"(37.770518157092, -122.41364180358)",7420,0
5650886,3/10/16 6:50,2016,3/10/16 9:26,3/10/16 9:26,Closed,Case Resolved - Public Works Does not move Homeless Police notified.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7422,0
5747178,4/9/16 18:50,2016,4/9/16 20:10,4/9/16 20:10,Closed,Case Resolved - Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7424,0
5825564,5/3/16 10:37,2016,5/3/16 23:09,5/3/16 23:09,Closed,Case Resolved - SFPD Dispatcher 83  CAD# 1609  CLOSED.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7426,0
4096745,10/10/14 20:00,2014,10/11/14 6:21,10/11/14 6:21,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7428,0
4314372,12/18/14 11:26,2014,12/19/14 9:38,12/19/14 9:38,Closed,Case Completed - resolved: done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7430,0
5181061,10/12/15 9:45,2015,10/13/15 2:45,10/13/15 2:45,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7432,0
5371121,12/13/15 13:13,2015,12/14/15 2:42,12/14/15 2:42,Closed,Case Completed - resolved: p/u trash only,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77053015,-122.4215371,"(37.77053015459, -122.421537097679)",7434,0
5566504,2/14/16 9:26,2016,2/16/16 8:34,2/16/16 8:34,Closed,Case Completed - Case Resolved: 1098,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"53 WEBSTER ST, SAN FRANCISCO, CA, 94117",5,Duboce Triangle,37.77054486,-122.4287093,"(37.770544855558, -122.428709292973)",7436,0
3627225,5/9/14 12:52,2014,5/9/14 3:50,5/9/14 3:50,Closed,Case Completed - resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"150 VALENCIA ST, SAN FRANCISCO, CA, 94103",8,South of Market,37.77055741,-122.423109,"(37.770557410594, -122.423109041164)",7438,0
5294724,11/17/15 19:38,2015,11/18/15 2:21,11/18/15 2:21,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1626 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,37.77055987,-122.4154108,"(37.770559867192, -122.415410781205)",7440,0
5454941,1/11/16 16:37,2016,1/14/16 23:44,1/14/16 23:44,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1155 BRYANT ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,37.77058226,-122.4091765,"(37.770582263459, -122.409176517583)",7442,0
