CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,CategoryGroup,CategoryID,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source
3893315,8/6/14 14:20,2014,8/6/14 2:34,8/6/14 2:34,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GROVE ST and POLK ST,6,Civic Center,NORTHERN,37.77849,-122.4182,"(37.7784890300124, -122.418226426168)",Voice In
3893235,8/6/14 14:02,2014,8/6/14 2:33,8/6/14 2:33,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"351 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77076,-122.4136,"(37.770499372126, -122.413986737602)",Mobile/Open311
3893154,8/6/14 13:41,2014,8/6/14 2:32,8/6/14 2:32,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 23RD ST and IOWA ST,10,Central Waterfront,BAYVIEW,37.75515,-122.3919,"(37.7551548173629, -122.391901092486)",Web Self Service
3892719,8/6/14 12:07,2014,8/6/14 2:33,8/6/14 2:33,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1830 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76799,-122.4134,"(37.767984453201, -122.413531254956)",Voice In
3892621,8/6/14 11:44,2014,8/7/14 1:27,8/7/14 1:27,Closed,Case Completed - resolved: Steam,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of HOWARD ST and 9TH ST,6,South of Market,SOUTHERN,37.77499,-122.4132,"(37.7749918406844, -122.413161037538)",Web Self Service
3892368,8/6/14 10:33,2014,4/11/16 17:13,4/11/16 17:13,Closed,Case Resolved - Oct-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"47 DUBOCE AVE, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76974,-122.421,"(37.769858505303, -122.421021267809)",Mobile/Open311
3892303,8/6/14 10:16,2014,8/6/14 5:38,8/6/14 5:38,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"14 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.77235,-122.4226,"(37.762230171883, -122.421347203755)",Voice In
3892292,8/6/14 10:13,2014,8/7/14 1:53,8/7/14 1:53,Closed,Case Completed - resolved: steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"685 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77691,-122.4117,"(37.77623089807, -122.412779996066)",Voice In
3892268,8/6/14 10:07,2014,8/6/14 2:23,8/6/14 2:23,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1650 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,PARK,37.76995,-122.4495,"(37.769741470463, -122.449457080234)",Mobile/Open311
3892250,8/6/14 10:02,2014,8/6/14 8:03,8/6/14 8:03,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"1314 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,NORTHERN,37.78894,-122.4203,"(37.789059669968, -122.420220939139)",Voice In
3892053,8/6/14 9:15,2014,8/7/14 7:57,8/7/14 7:57,Closed,Case Completed - resolved: Completed……,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1550 BRYANT ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76752,-122.4107,"(37.767577085116, -122.410829911741)",Voice In
3891991,8/6/14 9:05,2014,8/6/14 9:31,8/6/14 9:31,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SYCAMORE ST and MISSION ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
3891939,8/6/14 8:53,2014,8/6/14 8:10,8/6/14 8:10,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of WILLOW ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78378,-122.4176,"(37.7837773849685, -122.41761854379)",Voice In
3891639,8/6/14 7:01,2014,8/7/14 1:33,8/7/14 1:33,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"170 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77057,-122.4203,"(37.770843399688, -122.420663729244)",Voice In
3891357,8/5/14 20:34,2014,8/6/14 8:02,8/6/14 8:02,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SCOTLAND ST and FILBERT ST,3,Russian Hill,CENTRAL,37.80101,-122.4123,"(37.8010089975967, -122.412307169583)",Voice In
3891149,8/5/14 18:15,2014,8/6/14 8:06,8/6/14 8:06,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"215 MOULTON ST, SAN FRANCISCO, CA, 94123",2,Union Street,NORTHERN,37.79933,-122.4362,"(37.799272623612, -122.436490020732)",Voice In
3891075,8/5/14 17:19,2014,8/6/14 8:15,8/6/14 8:15,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1172 MARKET ST, SAN FRANCISCO, CA, 94102",3,Downtown / Union Square,CENTRAL,37.78876,-122.4021,"(37.788763302721, -122.402093267746)",Web Self Service
3891071,8/5/14 17:18,2014,8/6/14 8:14,8/6/14 8:14,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"745 OFARRELL ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.785,-122.417,"(37.785005309213, -122.416961407343)",Web Self Service
3891068,8/5/14 17:17,2014,8/6/14 8:14,8/6/14 8:14,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1020 MARKET ST, SAN FRANCISCO, CA, 94102",3,Downtown / Union Square,CENTRAL,37.78876,-122.4021,"(37.788763302721, -122.402093267746)",Web Self Service
3891067,8/5/14 17:16,2014,8/6/14 8:13,8/6/14 8:13,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"970 MARKET ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78295,-122.4097,"(37.782949529249, -122.40971335458)",Web Self Service
3891066,8/5/14 17:15,2014,8/6/14 8:13,8/6/14 8:13,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"520 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78607,-122.4129,"(37.786073420496, -122.412868202639)",Web Self Service
3891065,8/5/14 17:14,2014,8/6/14 8:12,8/6/14 8:12,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"450 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78598,-122.4124,"(37.78598389169, -122.412382949663)",Web Self Service
3891063,8/5/14 17:13,2014,8/6/14 8:12,8/6/14 8:12,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"250 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78186,-122.4147,"(37.781864256685, -122.414717320444)",Web Self Service
3891057,8/5/14 17:12,2014,8/6/14 8:11,8/6/14 8:11,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"177 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78408,-122.4104,"(37.784083605574, -122.410424239994)",Web Self Service
3891056,8/5/14 17:11,2014,8/6/14 8:11,8/6/14 8:11,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"570 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78462,-122.4156,"(37.784620526938, -122.41558441735)",Web Self Service
3891054,8/5/14 17:10,2014,8/6/14 8:10,8/6/14 8:10,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"440 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78498,-122.416,"(37.784981273474, -122.416021898419)",Web Self Service
3891052,8/5/14 17:09,2014,8/6/14 8:10,8/6/14 8:10,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of WILLOW ST and LARKIN ST,6,Tenderloin,TENDERLOIN,37.78378,-122.4176,"(37.7837773849685, -122.41761854379)",Web Self Service
3891051,8/5/14 17:08,2014,8/6/14 8:09,8/6/14 8:09,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"251 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78505,-122.4103,"(37.785051338771, -122.410311138431)",Web Self Service
3891049,8/5/14 17:07,2014,8/6/14 8:09,8/6/14 8:09,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of DODGE ST and TURK ST,6,Tenderloin,TENDERLOIN,37.78242,-122.417,"(37.7824203080071, -122.416983014922)",Web Self Service
3891047,8/5/14 17:06,2014,8/6/14 8:08,8/6/14 8:08,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"500 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78244,-122.4177,"(37.782442802834, -122.417719798136)",Web Self Service
3891044,8/5/14 17:05,2014,8/6/14 8:07,8/6/14 8:07,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"291 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.7845,-122.4161,"(37.784496635116, -122.416132000634)",Web Self Service
3891042,8/5/14 17:04,2014,8/6/14 8:07,8/6/14 8:07,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"606 EDDY ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78341,-122.4178,"(37.783407278176, -122.417818048012)",Web Self Service
3891038,8/5/14 17:03,2014,8/6/14 8:19,8/6/14 8:19,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"244 TAYLOR ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78472,-122.4109,"(37.784721952922, -122.410910872077)",Web Self Service
3891035,8/5/14 17:02,2014,8/6/14 8:19,8/6/14 8:19,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TAYLOR ST and EDDY ST,6,Tenderloin,TENDERLOIN,37.78414,-122.4109,"(37.7841410971463, -122.410951471563)",Web Self Service
3891033,8/5/14 17:00,2014,8/6/14 8:18,8/6/14 8:18,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"646 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78446,-122.4168,"(37.784462202512, -122.416837751056)",Web Self Service
3891021,8/5/14 16:54,2014,8/6/14 8:18,8/6/14 8:18,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"345 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78456,-122.4129,"(37.784565849697, -122.412858734502)",Web Self Service
3891019,8/5/14 16:52,2014,8/6/14 8:18,8/6/14 8:18,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"337 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78402,-122.4161,"(37.784018618303, -122.416116820114)",Web Self Service
3891016,8/5/14 16:51,2014,8/6/14 8:17,8/6/14 8:17,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"199 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78309,-122.4128,"(37.783090862459, -122.412825041505)",Web Self Service
3891014,8/5/14 16:50,2014,8/6/14 8:17,8/6/14 8:17,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"351 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78259,-122.4147,"(37.782584413952, -122.414744260067)",Web Self Service
3891010,8/5/14 16:48,2014,8/6/14 8:16,8/6/14 8:16,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"155 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78434,-122.4102,"(37.784344378062, -122.410224931748)",Web Self Service
3891003,8/5/14 16:45,2014,8/6/14 8:15,8/6/14 8:15,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1975 POST ST, SAN FRANCISCO, CA, 94115",5,Lower Pacific Heights,NORTHERN,37.78487,-122.4343,"(37.784875612311, -122.434268880289)",Voice In
3890992,8/5/14 16:41,2014,8/5/14 9:32,8/5/14 9:32,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TREAT AVE and 17TH ST,9,Mission,MISSION,37.76382,-122.4136,"(37.7638231032637, -122.413587566349)",Voice In
3890815,8/5/14 15:36,2014,8/5/14 9:33,8/5/14 9:33,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of 19TH ST and FOLSOM ST,9,Mission,MISSION,37.7605,-122.4148,"(37.7604987364894, -122.41484199114)",Voice In
3890792,8/5/14 15:29,2014,8/10/14 10:05,8/10/14 10:05,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"3950 18TH ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76114,-122.4317,"(37.761141867513, -122.431710082899)",Voice In
3890715,8/5/14 15:11,2014,8/5/14 9:32,8/5/14 9:32,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GRAFTON AVE and BRIGHTON AVE,11,Ingleside,TARAVAL,37.72004,-122.4551,"(37.7200357880217, -122.45511838142)",Voice In
3890630,8/5/14 14:49,2014,8/5/14 9:32,8/5/14 9:32,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"231 GRAFTON AVE, SAN FRANCISCO, CA, 94112",11,Ingleside,TARAVAL,37.71998,-122.4554,"(37.719922153418, -122.455702403473)",Voice In
3890622,8/5/14 14:48,2014,8/6/14 6:06,8/6/14 6:06,Closed,Scheduled -,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2001 MARKET ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,MISSION,37.76896,-122.4269,"(37.768622071558, -122.42717663169)",Voice In
3890367,8/5/14 13:59,2014,8/5/14 9:28,8/5/14 9:28,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"80 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77308,-122.4187,"(37.773729977474, -122.419091290874)",Voice In
3889931,8/5/14 12:30,2014,8/6/14 1:28,8/6/14 1:28,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of GRACE ST and HOWARD ST,6,South of Market,SOUTHERN,37.77438,-122.4139,"(37.7743781134483, -122.413943599888)",Voice In
3889927,8/5/14 12:29,2014,8/6/14 1:29,8/6/14 1:29,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,Intersection of GRACE ST and HOWARD ST,6,South of Market,SOUTHERN,37.77438,-122.4139,"(37.7743781134483, -122.413943599888)",Voice In
3889882,8/5/14 12:21,2014,8/6/14 1:50,8/6/14 1:50,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"825 POST ST, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,CENTRAL,37.78735,-122.4154,"(37.787287918852, -122.415308220727)",Voice In
3889846,8/5/14 12:15,2014,8/6/14 8:01,8/6/14 8:01,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of JACK KEROUAC ALY and COLUMBUS AVE,3,Chinatown,CENTRAL,37.79756,-122.4062,"(37.7975587310534, -122.406226412393)",Voice In
3889527,8/5/14 11:09,2014,8/6/14 1:29,8/6/14 1:29,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"973 MISSION ST, SAN FRANCISCO, CA, 94103",9,Bernal Heights,INGLESIDE,37.7814,-122.4081,"(37.741253810149, -122.422479326018)",Voice In
3889454,8/5/14 10:50,2014,8/6/14 1:49,8/6/14 1:49,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"1219 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.75823,-122.4126,"(37.758231026252, -122.412595622376)",Voice In
3889363,8/5/14 10:37,2014,8/6/14 1:25,8/6/14 1:25,Closed,Case Completed - resolved: done,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1048 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77771,-122.4067,"(37.777816126433, -122.406711785364)",Voice In
3889147,8/5/14 9:57,2014,8/6/14 2:59,8/6/14 2:59,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of SYCAMORE ST and MISSION ST,9,Mission,MISSION,37.76271,-122.4194,"(37.7627128979633, -122.419443567172)",Web Self Service
3889059,8/5/14 9:37,2014,8/6/14 1:28,8/6/14 1:28,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"148 LANGTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77565,-122.4077,"(37.775626463356, -122.407640753658)",Mobile/Open311
3888991,8/5/14 9:21,2014,8/6/14 1:48,8/6/14 1:48,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"91 MCALLISTER ST, SAN FRANCISCO, CA, 94102",5,Western Addition,NORTHERN,37.78088,-122.4136,"(37.779031156468, -122.42829222208)",Voice In
3888850,8/5/14 8:48,2014,8/5/14 1:09,8/5/14 1:09,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"375 PACHECO ST, SAN FRANCISCO, CA, 94116",7,Forest Hill,TARAVAL,37.7494,-122.4631,"(37.749399581457, -122.463100527206)",Voice In
3888758,8/5/14 8:30,2014,8/5/14 2:23,8/5/14 2:23,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ARGUELLO BLVD and GEARY BLVD,1,Lone Mountain,RICHMOND,37.78125,-122.4589,"(37.781257036248, -122.458858590658)",Voice In
3888744,8/5/14 8:27,2014,8/5/14 14:14,8/5/14 14:14,Closed,Case Resolved -,Clear Channel - Transit Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of ARGUELLO BLVD and GEARY BLVD,1,Lone Mountain,RICHMOND,37.78125,-122.4589,"(37.781257036248, -122.458858590658)",Voice In
3888676,8/5/14 8:09,2014,8/6/14 1:47,8/6/14 1:47,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"96 LAFAYETTE ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77247,-122.4164,"(37.77252065373, -122.416618111053)",Voice In
3888648,8/5/14 7:54,2014,8/5/14 1:42,8/5/14 1:42,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,Intersection of BUENA VISTA AVE EAST and DUBOCE AVE,8,Buena Vista,PARK,37.769,-122.4383,"(37.7690064804916, -122.43833842157)",Voice In
3888614,8/5/14 7:36,2014,8/5/14 1:03,8/5/14 1:03,Closed,Case Completed - resolved:,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1975 POST ST, SAN FRANCISCO, CA, 94115",5,Lower Pacific Heights,NORTHERN,37.78505,-122.4339,"(37.784875612311, -122.434268880289)",Voice In
3888574,8/5/14 7:17,2014,8/5/14 5:10,8/5/14 5:10,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Encampments,Encampment,encampment,Encampment Reports,Encampment Cleanup,"1691 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.76984,-122.4153,"(37.769845040932, -122.415317289335)",Voice In
3887976,8/4/14 18:13,2014,8/5/14 1:36,8/5/14 1:36,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of LILAC ST and 24TH ST,9,Mission,MISSION,37.75227,-122.4179,"(37.7522712511524, -122.417876793921)",Voice In
3887874,8/4/14 17:33,2014,8/4/14 9:09,8/4/14 9:09,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Needles,needle,Medical Waste,Needles,"8 7TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,TENDERLOIN,37.78023,-122.4124,"(37.78011338567, -122.412322993116)",Mobile/Open311
3887763,8/4/14 16:58,2014,8/4/14 1:36,8/4/14 1:36,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"2420 MISSION ST, SAN FRANCISCO, CA, 94110",11,Excelsior,INGLESIDE,37.75832,-122.4191,"(37.726871802702, -122.432808210483)",Voice In
3887683,8/4/14 16:35,2014,8/6/14 1:48,8/6/14 1:48,Closed,Case Completed - resolved: Steamed,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"475 MINNA ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.78105,-122.4076,"(37.78094409063, -122.40756970432)",Mobile/Open311
3887635,8/4/14 16:23,2014,8/4/14 8:53,8/4/14 8:53,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"121 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78324,-122.4141,"(37.783241056427, -122.414073932136)",Web Self Service
3887603,8/4/14 16:14,2014,8/4/14 8:47,8/4/14 8:47,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"168 HYDE ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78239,-122.4155,"(37.782392047863, -122.415493570799)",Web Self Service
3887589,8/4/14 16:10,2014,8/5/14 9:30,8/5/14 9:30,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of TREAT AVE and ALAMEDA ST,9,Mission,MISSION,37.76807,-122.4124,"(37.7680736064434, -122.412424349882)",Voice In
3887588,8/4/14 16:09,2014,8/4/14 8:48,8/4/14 8:48,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"454 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78222,-122.4171,"(37.782218306633, -122.417106019809)",Web Self Service
3887574,8/4/14 16:07,2014,8/4/14 8:54,8/4/14 8:54,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"550 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78292,-122.4173,"(37.782922844339, -122.417289642052)",Web Self Service
3887563,8/4/14 16:05,2014,8/4/14 8:54,8/4/14 8:54,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"411 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78582,-122.4116,"(37.785824462185, -122.411551293763)",Web Self Service
3887552,8/4/14 16:02,2014,8/4/14 9:00,8/4/14 9:00,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"604 ELLIS ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78449,-122.4162,"(37.784488459581, -122.416194732348)",Web Self Service
3887525,8/4/14 15:57,2014,8/5/14 9:29,8/5/14 9:29,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,Intersection of BREEN PL and MCALLISTER ST,6,Civic Center,TENDERLOIN,37.78062,-122.4161,"(37.7806150407705, -122.416137978855)",Web Self Service
3887516,8/4/14 15:55,2014,8/4/14 8:45,8/4/14 8:45,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"78 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78146,-122.4137,"(37.781461191441, -122.413714253126)",Web Self Service
3887505,8/4/14 15:53,2014,8/4/14 8:46,8/4/14 8:46,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"39 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,TENDERLOIN,37.78165,-122.4123,"(37.781648791294, -122.412268668324)",Web Self Service
3887496,8/4/14 15:51,2014,8/4/14 8:47,8/4/14 8:47,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Human Waste,waste,Human Waste,Human Waste,"425 HYDE ST, SAN FRANCISCO, CA, 94109",6,Tenderloin,TENDERLOIN,37.78483,-122.4163,"(37.784832846981, -122.416289842389)",Web Self Service
