CaseID,Opened,YearOpened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
4491792,02/14/2015 10:18:38 AM,2015,02/17/2015 03:00:27 AM,02/17/2015 03:00:27 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2081 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76359,-122.4194,"(37.763664727575, -122.419353160076)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54df9175df86cdc211f7b0da/photo_20150214_101750.jpg
4493129,02/14/2015 05:49:44 PM,2015,02/14/2015 06:49:19 PM,02/14/2015 06:49:19 PM,Closed,Case is Invalid - no cross street no contact info. closing case-not enough info.,311 Supervisor Queue,Homeless Concerns,Medical Waste,needle,Intersection of SPEAR ST and,6,Rincon Hill,SOUTHERN,37.78804,-122.3883,"(37.7879132011593, -122.388272026716)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54dffb31df86cdc211f7b6c6/report.jpg
4493939,02/15/2015 08:50:40 AM,2015,02/17/2015 03:42:52 PM,02/17/2015 03:42:52 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"567 IVY ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,NORTHERN,37.77668,-122.4274,"(37.776681155422, -122.427438337043)",Web Self Service,
4495010,02/15/2015 04:22:08 PM,2015,02/15/2015 06:10:54 PM,02/15/2015 06:10:54 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MCALLISTER ST and GOUGH ST,5,Western Addition,NORTHERN,37.77967,-122.4235,"(37.7796737012859, -122.423541469347)",Voice In,
4496439,02/16/2015 09:24:45 AM,2015,02/18/2015 02:13:32 PM,02/18/2015 02:13:32 PM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1565 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,CENTRAL,37.7917,-122.4186,"(37.79169692181, -122.418570418145)",Voice In,
4496457,02/16/2015 09:27:13 AM,2015,02/16/2015 12:56:34 PM,02/16/2015 12:56:34 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2070 FOLSOM ST, SAN FRANCISCO, CA, 94110",6,South of Market,SOUTHERN,37.76404,-122.4153,"(37.781288982183, -122.401422965931)",Voice In,
4496682,02/16/2015 10:19:07 AM,2015,02/24/2015 01:58:30 AM,02/24/2015 01:58:30 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"30 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.77813,-122.4165,"(37.778259565176, -122.416345379185)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e23490df86cdc211f7c970/report.jpg
4498611,02/16/2015 06:47:50 PM,2015,02/20/2015 03:12:05 PM,02/20/2015 03:12:05 PM,Closed,"Case Transferred - Municipal Haz Waste Mgmt Program, DPH
 Jeff Nalle, Inspector
 415-252-3976",DPH - Environmental Health - G,Homeless Concerns,Medical Waste,needle,"25 SUTTER ST, SAN FRANCISCO, CA, 94104",3,Downtown / Union Square,CENTRAL,37.78996,-122.401,"(37.789940944362, -122.404104067614)",Voice In,
4499659,02/17/2015 08:50:29 AM,2015,02/17/2015 03:26:12 PM,02/17/2015 03:26:12 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARRISON ST and 18TH ST,9,Mission,MISSION,37.76223,-122.4128,"(37.7622293284155, -122.412843768871)",Voice In,
4499814,02/17/2015 09:18:37 AM,2015,02/18/2015 07:23:20 AM,02/18/2015 07:23:20 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of FULTON ST and OCTAVIA ST,5,Western Addition,NORTHERN,37.77853,-122.425,"(37.7785379731904, -122.424998142369)",Voice In,
4500541,02/17/2015 11:57:38 AM,2015,02/17/2015 10:17:36 PM,02/17/2015 10:17:36 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1885 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76673,-122.4194,"(37.766881071611, -122.419664048558)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e39d2bdf86cdc211f7da27/photo_20150217_115725.jpg
4500584,02/17/2015 12:09:20 PM,2015,02/18/2015 08:21:44 AM,02/18/2015 08:21:44 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"30 LARKIN ST, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.77842,-122.4165,"(37.778259565176, -122.416345379185)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e39fe7df86cdc211f7da6f/photo_20150217_120705.jpg
4500718,02/17/2015 12:32:59 PM,2015,02/17/2015 10:20:28 PM,02/17/2015 10:20:28 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 15TH ST and SHOTWELL ST,9,Mission,MISSION,37.76678,-122.4165,"(37.7668713217817, -122.416548520311)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e3a574df86cdc211f7db43/photo_20150217_123246.jpg
4501614,02/17/2015 03:28:34 PM,2015,02/17/2015 10:19:09 PM,02/17/2015 10:19:09 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"269 GUERRERO ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,MISSION,37.76682,-122.4243,"(37.766825107172, -122.424180328355)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e3ce9adf86cdc211f7de81/photo_20150217_152821.jpg
4502001,02/17/2015 04:50:48 PM,2015,02/17/2015 10:16:24 PM,02/17/2015 10:16:24 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"20 LIBERTY ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,MISSION,37.75789,-122.4218,"(37.757795687562, -122.421821443897)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e3e1dedf86cdc211f7e189/photo_20150217_165032.jpg
4502097,02/17/2015 05:20:56 PM,2015,02/17/2015 10:24:24 PM,02/17/2015 10:24:24 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 17TH ST and SHOTWELL ST,9,Mission,MISSION,37.76376,-122.4162,"(37.7636351799971, -122.416227315149)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e3e8e8df86cdc211f7e217/report.jpg
4502255,02/17/2015 06:10:14 PM,2015,02/18/2015 01:15:51 PM,02/18/2015 01:15:51 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MARKET ST and VAN NESS AVE,6,South of Market,SOUTHERN,37.77515,-122.4193,"(37.7751471409965, -122.419255494655)",Voice In,
4502820,02/18/2015 02:55:57 AM,2015,02/20/2015 03:10:22 PM,02/20/2015 03:10:22 PM,Closed,"Case Transferred - Municipal Haz Waste Mgmt Program, DPH
 Jeff Nalle, Inspector
 415-252-3976",DPH - Environmental Health - G,Homeless Concerns,Medical Waste,needle,"134 BUSH ST, SAN FRANCISCO, CA, 94104",3,Financial District,CENTRAL,37.7915,-122.4005,"(37.791499502916, -122.400450313127)",Voice In,
4502995,02/18/2015 07:44:57 AM,2015,02/19/2015 03:27:01 PM,02/19/2015 03:27:01 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARRISON ST and 5TH ST,6,South of Market,SOUTHERN,37.77903,-122.4018,"(37.7790321754703, -122.401843247025)",Voice In,
4503223,02/18/2015 08:40:33 AM,2015,02/18/2015 03:25:21 PM,02/18/2015 03:25:21 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 17TH ST and MISSION ST,9,Mission,MISSION,37.7635,-122.4193,"(37.7634292697508, -122.419512595608)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e4c07bdf86cdc211f7ead9/photo_20150218_083959.jpg
4504616,02/18/2015 02:13:04 PM,2015,02/21/2015 04:20:10 PM,02/21/2015 04:20:10 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of WALLER ST and WEBSTER ST,5,Lower Haight,PARK,37.77138,-122.4286,"(37.7713833016957, -122.428614093766)",Voice In,
4508484,02/19/2015 04:52:07 PM,2015,02/19/2015 07:07:54 PM,02/19/2015 07:07:54 PM,Closed,Case Completed - resolved: lp checked both sides of the street up and down each block couldn't find anything,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"399 5TH ST, SAN FRANCISCO, CA, 94107",6,South of Market,SOUTHERN,37.77922,-122.4015,"(37.77908363833, -122.401810219155)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e6852edf86cdc211f8055a/report.jpg
4508634,02/19/2015 05:57:04 PM,2015,02/21/2015 04:16:20 PM,02/21/2015 04:16:20 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"32 PEARL ST, SAN FRANCISCO, CA, 94103",8,Mint Hill,SOUTHERN,37.77076,-122.424,"(37.77076143357, -122.423984685609)",Voice In,
4509141,02/20/2015 07:47:15 AM,2015,02/20/2015 03:28:45 PM,02/20/2015 03:28:45 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of DORLAND ST and GUERRERO ST,8,Mission Dolores,MISSION,37.76228,-122.4238,"(37.7623409422831, -122.423926538585)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e756f7df86cdc211f8085b/photo_20150220_074700.jpg
4509226,02/20/2015 08:20:36 AM,2015,02/20/2015 03:07:16 PM,02/20/2015 03:07:16 PM,Closed,"Case Transferred - Municipal Haz Waste Mgmt Program, DPH
 Jeff Nalle, Inspector
 415-252-3976",DPH - Environmental Health - G,Homeless Concerns,Medical Waste,needle,Intersection of CONTINUUM WAY and GOLDEN GATE AVE,6,Civic Center,TENDERLOIN,37.78176,-122.4147,"(37.7817591427414, -122.414683078848)",Voice In,
4509762,02/20/2015 10:51:00 AM,2015,02/21/2015 06:21:49 AM,02/21/2015 06:21:49 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1343 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,NORTHERN,37.78951,-122.4206,"(37.789453608497, -122.420621417666)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e7820adf86cdc211f80bfd/photo_20150220_104938.jpg
4510730,02/20/2015 03:14:44 PM,2015,02/21/2015 10:10:25 PM,02/21/2015 10:10:25 PM,Closed,Case Completed - resolved: 10/98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"290 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76833,-122.4196,"(37.768306932698, -122.419647415954)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e7bfdadf86cdc211f81073/report.jpg
4511885,02/21/2015 07:55:04 AM,2015,02/21/2015 02:20:01 PM,02/21/2015 02:20:01 PM,Closed,Case Completed - resolved: Completed……,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of MISSION ST and GENEVA AVE,11,Crocker Amazon,INGLESIDE,37.71646,-122.441,"(37.7164594702207, -122.441019512975)",Voice In,
4512384,02/21/2015 11:06:05 AM,2015,02/22/2015 01:54:48 AM,02/22/2015 01:54:48 AM,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of POST ST and SHANNON ST,3,Lower Nob Hill,CENTRAL,37.78777,-122.4125,"(37.7877666725802, -122.412531037991)",Voice In,
4512549,02/21/2015 12:08:53 PM,2015,02/21/2015 02:12:40 PM,02/21/2015 02:12:40 PM,Closed,Case Completed - resolved:  10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of STEINER ST and HERMANN ST,8,Duboce Triangle,PARK,37.77003,-122.4317,"(37.7700348467559, -122.431717022649)",Voice In,
4512753,02/21/2015 01:32:58 PM,2015,02/22/2015 10:22:11 PM,02/22/2015 10:22:11 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARRISON ST and THE EMBARCADERO,6,Rincon Hill,SOUTHERN,37.78957,-122.3885,"(37.7895719970764, -122.388481043587)",Voice In,
4513155,02/21/2015 04:17:48 PM,2015,02/22/2015 09:15:16 PM,02/22/2015 09:15:16 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of DIVISION ST and SAN BRUNO AVE,6,Showplace Square,MISSION,37.7697,-122.4057,"(37.7696589551386, -122.405939156691)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e92021df86cdc211f81dba/report.jpg
4513169,02/21/2015 04:28:09 PM,2015,02/22/2015 10:16:19 PM,02/22/2015 10:16:19 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 9TH ST and MCLEA CT,6,South of Market,SOUTHERN,37.77157,-122.409,"(37.7717319884896, -122.409083285515)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e9226edf86cdc211f81e12/report.jpg
4513861,02/22/2015 07:58:39 AM,2015,02/22/2015 09:04:50 AM,02/22/2015 09:04:50 AM,Closed,Case Completed - resolved: Per LP 687 no needles or glass found but picked up misc debris,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of STEINER ST and HAIGHT ST,5,Lower Haight,NORTHERN,37.7719,-122.4321,"(37.7718971577553, -122.432092131779)",Voice In,
4513903,02/22/2015 08:12:16 AM,2015,02/23/2015 08:33:13 AM,02/23/2015 08:33:13 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 19TH ST and SAN CARLOS ST,9,Mission,MISSION,37.76016,-122.4199,"(37.7601888876742, -122.419974854088)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e9ffd7df86cdc211f821aa/photo_20150222_081157.jpg
4514014,02/22/2015 09:00:23 AM,2015,02/24/2015 01:59:42 AM,02/24/2015 01:59:42 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"3007 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,MISSION,37.76483,-122.4199,"(37.764888794769, -122.41996517546)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea0b1cdf86cdc211f82314/photo_20150222_085908.jpg
4514134,02/22/2015 10:00:36 AM,2015,02/23/2015 08:25:20 AM,02/23/2015 08:25:20 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARTFORD ST and 18TH ST,8,Castro,MISSION,37.76095,-122.4339,"(37.7609547292425, -122.433903624298)",Voice In,
4514261,02/22/2015 11:00:39 AM,2015,02/23/2015 01:48:40 AM,02/23/2015 01:48:40 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of FOLSOM ST and NORFOLK ST,6,South of Market,SOUTHERN,37.77139,-122.4145,"(37.7714047328302, -122.414526209007)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea2750df86cdc211f8259f/report.jpg
4514565,02/22/2015 01:30:09 PM,2015,02/24/2015 01:56:45 AM,02/24/2015 01:56:45 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2363 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.7593,-122.419,"(37.759216437151, -122.41888907524)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea4a57df86cdc211f828d8/photo_20150222_132840.jpg
4514721,02/22/2015 02:26:56 PM,2015,02/22/2015 10:13:02 PM,02/22/2015 10:13:02 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76382,-122.4128,"(37.763833042374, -122.412416363753)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea57a6df86cdc211f82a09/report.jpg
4514882,02/22/2015 03:37:28 PM,2015,02/22/2015 10:21:07 PM,02/22/2015 10:21:07 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"140 OCTAVIA ST, SAN FRANCISCO, CA, 94102",5,Lower Haight,NORTHERN,37.77374,-122.4238,"(37.773575031176, -122.423655515974)",Mobile/Open311,
4515009,02/22/2015 04:45:11 PM,2015,02/23/2015 01:20:47 AM,02/23/2015 01:20:47 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"1245 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.75329,-122.416,"(37.753237227934, -122.41616240915)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea780fdf86cdc211f82b77/report.jpg
4515106,02/22/2015 05:39:59 PM,2015,03/07/2017 03:30:47 PM,03/07/2017 03:30:47 PM,Closed,"Cancelled -  The site was already replanted with a young tree and box wood.  There was no need to backfill with DG at 1719 Baker Street., so this job was not accepted.",DPW BUF Queue,Homeless Concerns,Medical Waste,needle,"1719 BAKER ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,RICHMOND,37.78725,-122.4438,"(37.786875991749, -122.443667322847)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ea84e5df86cdc211f82c4a/report.jpg
4515351,02/22/2015 08:18:54 PM,2015,02/23/2015 03:40:00 AM,02/23/2015 03:40:00 AM,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of FOLSOM ST and NORFOLK ST,6,South of Market,SOUTHERN,37.77144,-122.4145,"(37.7714047328302, -122.414526209007)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54eaaa27df86cdc211f82d4a/report.jpg
4515655,02/23/2015 06:25:27 AM,2015,02/23/2015 10:23:00 AM,02/23/2015 10:23:00 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 25TH ST and UTAH ST,10,Potrero Hill,MISSION,37.75179,-122.4052,"(37.7517869946382, -122.405207722145)",Voice In,
4515953,02/23/2015 08:36:17 AM,2015,02/23/2015 09:15:00 AM,02/23/2015 09:15:00 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of CONTINUUM WAY and GOLDEN GATE AVE,6,Civic Center,TENDERLOIN,37.78176,-122.4147,"(37.7817591427414, -122.414683078848)",Web Self Service,
4516209,02/23/2015 09:26:14 AM,2015,02/23/2015 10:15:00 AM,02/23/2015 10:15:00 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"183 LANGTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77516,-122.4068,"(37.775700381677, -122.407675241544)",Voice In,
4517327,02/23/2015 01:52:30 PM,2015,02/25/2015 09:28:28 AM,02/25/2015 09:28:28 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 8TH ST and GROVE ST,6,Civic Center,TENDERLOIN,37.77878,-122.4147,"(37.7787192939328, -122.414741067879)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54eba116df86cdc211f837e2/photo_20150223_135120.jpg
4517550,02/23/2015 02:42:31 PM,2015,02/24/2015 02:22:01 PM,02/24/2015 02:22:01 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of LINDEN ST and OCTAVIA ST,5,Hayes Valley,NORTHERN,37.7762,-122.4246,"(37.7762013770304, -122.424564859944)",Voice In,
4517885,02/23/2015 04:01:49 PM,2015,02/24/2015 02:22:16 PM,02/24/2015 02:22:16 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of CLARION ALY and MISSION ST,9,Mission,MISSION,37.76301,-122.4193,"(37.7630507877333, -122.419476172734)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ebbf63df86cdc211f83a5d/photo_20150223_160118.jpg
4519108,02/24/2015 07:41:44 AM,2015,02/24/2015 03:52:40 PM,02/24/2015 03:52:40 PM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HICKORY ST and GOUGH ST,5,Hayes Valley,NORTHERN,37.77549,-122.4227,"(37.7754864056095, -122.422693125925)",Voice In,
4519109,02/24/2015 07:42:02 AM,2015,02/26/2015 10:07:37 AM,02/26/2015 10:07:37 AM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 5TH ST and HARRISON ST,6,South of Market,SOUTHERN,37.77903,-122.4018,"(37.7790321754703, -122.401843247025)",Voice In,
4521118,02/24/2015 03:52:39 PM,2015,02/24/2015 10:20:32 PM,02/24/2015 10:20:32 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of 10TH ST and BRYANT ST,6,South of Market,SOUTHERN,37.77035,-122.4097,"(37.770348509168, -122.409736011772)",Voice In,
4521325,02/24/2015 04:35:30 PM,2015,02/26/2015 03:11:36 AM,02/26/2015 03:11:36 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"466 NOE ST, SAN FRANCISCO, CA, 94114",8,Castro,MISSION,37.76139,-122.4329,"(37.761541873784, -122.432913634448)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ed18c8df86cdc211f84d62/photo_20150224_163230.jpg
4521346,02/24/2015 04:40:59 PM,2015,02/25/2015 09:27:51 AM,02/25/2015 09:27:51 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"77 COLTON ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77297,-122.4202,"(37.772991005838, -122.420114117838)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ed1a13df86cdc211f84da1/photo_20150224_164046.jpg
4522180,02/24/2015 11:34:17 PM,2015,02/25/2015 01:07:20 AM,02/25/2015 01:07:20 AM,Closed,Case Completed - resolved: Completed by recology,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of HARRISON ST and I-80 W OFF RAMP,6,South of Market,SOUTHERN,37.77903,-122.4018,"(37.7790321754703, -122.401843247025)",Voice In,
4522831,02/25/2015 09:13:59 AM,2015,02/25/2015 03:16:55 PM,02/25/2015 03:16:55 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2024 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76462,-122.4197,"(37.764625069428, -122.419697307801)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ee02d0df86cdc211f85492/photo_20150225_091316.jpg
4522908,02/25/2015 09:29:34 AM,2015,02/25/2015 03:18:48 PM,02/25/2015 03:18:48 PM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2069 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,MISSION,37.76392,-122.4194,"(37.763909195941, -122.419376566296)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ee0676df86cdc211f854cb/photo_20150225_092753.jpg
4523152,02/25/2015 10:16:21 AM,2015,02/25/2015 12:59:49 PM,02/25/2015 12:59:49 PM,Closed,"Case is a Duplicate - Per DPW, this is a duplicate",311 Supervisor Queue,Homeless Concerns,Medical Waste,needle,Intersection of 18TH ST and MISSION ST,9,Mission,MISSION,37.76175,-122.4193,"(37.7618358043403, -122.419359315196)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ee116bdf86cdc211f855bd/photo_20150225_101529.jpg
4523583,02/25/2015 11:56:54 AM,2015,02/26/2015 01:36:09 AM,02/26/2015 01:36:09 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"61 BRADY ST, SAN FRANCISCO, CA, 94103",6,South of Market,SOUTHERN,37.77296,-122.4203,"(37.772902416107, -122.420226273918)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ee28ffdf86cdc211f858d7/photo_20150225_115226.jpg
4524482,02/25/2015 03:55:05 PM,2015,02/25/2015 10:14:06 PM,02/25/2015 10:14:06 PM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of FRANKLIN ST and OAK ST,5,Civic Center,NORTHERN,37.77523,-122.421,"(37.7752322764459, -122.420960008208)",Voice In,
4524882,02/25/2015 06:12:18 PM,2015,02/27/2015 04:30:00 AM,02/27/2015 04:30:00 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of COLTON ST and GOUGH ST,6,South of Market,SOUTHERN,37.77234,-122.4211,"(37.7723437808072, -122.421068021426)",Voice In,
4525358,02/25/2015 11:15:20 PM,2015,02/26/2015 01:54:00 AM,02/26/2015 01:54:00 AM,Closed,Case Completed - resolved: Nothing found,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,Intersection of NORFOLK ST and HARRISON ST,6,South of Market,SOUTHERN,37.77039,-122.4128,"(37.7703886178656, -122.412751447977)",Voice In,
4525837,02/26/2015 08:50:29 AM,2015,02/28/2015 07:09:55 AM,02/28/2015 07:09:55 AM,Closed,Case Completed - resolved: 10-98,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"2246 14TH AVE, SAN FRANCISCO, CA, 94116",7,Golden Gate Heights,TARAVAL,37.74626,-122.4703,"(37.746127163594, -122.470273546915)",Mobile/Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ef4ec7df86cdc211f86416/1424969144355.jpg
4525894,02/26/2015 09:01:05 AM,2015,02/26/2015 02:11:11 PM,02/26/2015 02:11:11 PM,Closed,Case Completed - resolved:,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"215 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,TENDERLOIN,37.7817,-122.4142,"(37.781695725669, -122.414185346548)",Web Self Service,
4526123,02/26/2015 09:44:47 AM,2015,02/27/2015 07:07:29 AM,02/27/2015 07:07:29 AM,Closed,Case Completed - resolved: done,DPW Ops Queue,Homeless Concerns,Medical Waste,needle,"934 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,SOUTHERN,37.77082,-122.4063,"(37.770818290656, -122.406256601556)",Voice In,
